cname,cvalue,ctype,cdesc,Deprecated
alluxio.user.metrics.collection.enabled,Enable collecting the client-side metrics and heartbeat them to master,UNKOWN,,false
alluxio.user.metrics.heartbeat.interval,The time period of client master heartbeat to send the client-side metrics.,STRING,,false
alluxio.user.netty.data.transmission.enabled,Whether to enable Netty data transmission.,STRING,,false
alluxio.user.network.data.timeout,The maximum time for an Alluxio client to wait for a data response (e.g. block reads and block writes) from Alluxio worker.,STRING,,false
alluxio.user.network.flowcontrol.window,The HTTP2 flow control window used by user gRPC connections. Larger value will allow more data to be buffered but will use more memory.,STRING,,false
alluxio.user.network.keepalive.time,The amount of time for a gRPC client (for block reads and block writes) to wait for a response before pinging the server to see if it is still alive.,STRING,,false
alluxio.user.network.keepalive.timeout,The maximum time for a gRPC client (for block reads and block writes) to wait for a keepalive response before closing the connection.,STRING,,false
alluxio.user.network.max.inbound.message.size,The max inbound message size used by user gRPC connections.,STRING,,false
alluxio.user.network.netty.channel,"Type of netty channels. If EPOLL is not available, this will automatically fall back to NIO.",STRING,,false
alluxio.user.network.netty.channel.pool.disabled,Disable netty channel pool. This should be turned on if the client version is &gt;= 1.3.0 but server version is &lt;= 1.2.x.,STRING,,false
alluxio.user.network.netty.channel.pool.gc.threshold,A netty channel is closed if it has been idle for more than this threshold.,STRING,,false
alluxio.user.network.netty.channel.pool.size.max,The maximum number of netty channels cached in the netty channel pool.,STRING,,false
alluxio.user.network.netty.reader.buffer.size.packets,"When a client reads from a remote worker, the maximum number of packets to buffer by the client.",STRING,,false
alluxio.user.network.netty.timeout,The maximum time for a netty client (for block reads and block writes) to wait for a response from the data server.,STRING,,false
alluxio.user.network.netty.worker.threads,How many threads to use for remote block worker client to read from remote block workers.,STRING,,false
alluxio.user.network.netty.writer.buffer.size.packets,"When a client writes to a remote worker, the maximum number of packets to buffer by the client.",STRING,,false
alluxio.user.network.netty.writer.close.timeout,The timeout to close a netty writer client.,STRING,,false
alluxio.user.network.netty.writer.packet.size.bytes,"When a client writes to a remote worker, the maximum packet size.",STRING,,false
alluxio.user.network.reader.buffer.size.messages,"When a client reads from a remote worker, the maximum number of messages to buffer by the client. A message can be either a command response, a data chunk, or a gRPC stream event such as complete or error.",STRING,,false
alluxio.user.network.reader.chunk.size.bytes,"When a client reads from a remote worker, the maximum chunk size.",STRING,,false
alluxio.user.network.rpc.flowcontrol.window,The HTTP2 flow control window used by user rpc connections. Larger value will allow more data to be buffered but will use more memory.,STRING,,false
alluxio.user.network.rpc.keepalive.time,The amount of time for a rpc client to wait for a response before pinging the server to see if it is still alive.,STRING,,false
alluxio.user.network.rpc.keepalive.timeout,The maximum time for a rpc client to wait for a keepalive response before closing the connection.,STRING,,false
alluxio.user.network.rpc.max.connections,The maximum number of physical connections to be used per target host.,STRING,,false
alluxio.user.network.rpc.max.inbound.message.size,The max inbound message size used by user rpc connections.,STRING,,false
alluxio.user.network.rpc.netty.channel,"Type of netty channels used by rpc connections. If EPOLL is not available, this will automatically fall back to NIO.",STRING,,false
alluxio.user.network.rpc.netty.worker.threads,How many threads to use for rpc client to read from remote workers.,STRING,,false
alluxio.user.network.streaming.flowcontrol.window,The HTTP2 flow control window used by user streaming connections. Larger value will allow more data to be buffered but will use more memory.,STRING,,false
alluxio.user.network.streaming.keepalive.time,The amount of time for a streaming client to wait for a response before pinging the server to see if it is still alive.,STRING,,false
alluxio.user.network.streaming.keepalive.timeout,The maximum time for a streaming client to wait for a keepalive response before closing the connection.,STRING,,false
alluxio.user.network.streaming.max.connections,The maximum number of physical connections to be used per target host.,STRING,,false
alluxio.user.network.streaming.max.inbound.message.size,The max inbound message size used by user streaming connections.,STRING,,false
alluxio.user.network.streaming.netty.channel,"Type of netty channels used by streaming connections. If EPOLL is not available, this will automatically fall back to NIO.",STRING,,false
alluxio.user.network.streaming.netty.worker.threads,How many threads to use for streaming client to read from remote workers.,STRING,,false
alluxio.user.network.writer.buffer.size.messages,"When a client writes to a remote worker, the maximum number of messages to buffer by the client. A message can be either a command response, a data chunk, or a gRPC stream event such as complete or error.",STRING,,false
alluxio.user.network.writer.chunk.size.bytes,"When a client writes to a remote worker, the maximum chunk size.",STRING,,false
alluxio.user.network.writer.close.timeout,The timeout to close a writer client.,STRING,,false
alluxio.user.network.writer.flush.timeout,The timeout to wait for flush to finish in a data writer.,STRING,,false
alluxio.user.network.zerocopy.enabled,Whether zero copy is enabled on client when processing data streams.,STRING,,false
alluxio.user.rpc.retry.base.sleep,Alluxio client RPCs automatically retry for transient errors with an exponential backoff. This property determines the base time in the exponential backoff.,STRING,,false
alluxio.user.rpc.retry.max.duration,"Alluxio client RPCs automatically retry for transient errors with an exponential backoff. This property determines the maximum duration to retry for before giving up. Note that, this value is set to 5s for fs and fsadmin CLIs.",STRING,,false
alluxio.user.rpc.retry.max.sleep,Alluxio client RPCs automatically retry for transient errors with an exponential backoff. This property determines the maximum wait time in the backoff.,STRING,,false
alluxio.user.rpc.shuffle.masters.enabled,Shuffle the client-side configured master rpc addresses.,STRING,,false
alluxio.user.short.circuit.enabled,The short circuit read/write which allows the clients to read/write data without going through Alluxio workers if the data is local is enabled if set to true.,STRING,,false
alluxio.user.short.circuit.preferred,"When short circuit and domain socket both enabled, prefer to use short circuit.",STRING,,false
alluxio.user.streaming.data.read.timeout,"The maximum time for an Alluxio client to wait for a data response for read requests from Alluxio worker. Keep in mind that some streaming operations may take an unexpectedly long time, such as UFS io. In order to handle occasional slow operations, it is recommended for this parameter to be set to a large value, to avoid spurious timeouts.",STRING,,false
alluxio.user.streaming.data.write.timeout,The maximum time for an Alluxio client to wait for when writing 1 chunk for block writes to an Alluxio worker. This value can be tuned to offset instability from the UFS.,STRING,,false
alluxio.user.streaming.reader.buffer.size.messages,"When a client reads from a remote worker, the maximum number of messages to buffer by the client. A message can be either a command response, a data chunk, or a gRPC stream event such as complete or error.",STRING,,false
alluxio.user.streaming.reader.chunk.size.bytes,"When a client reads from a remote worker, the maximum chunk size.",STRING,,false
alluxio.user.streaming.reader.close.timeout,"The timeout to close a grpc streaming reader client. If too long, it may add delays to closing clients. If too short, the client will complete the close() before the server confirms the close()",STRING,,false
alluxio.user.streaming.writer.buffer.size.messages,"When a client writes to a remote worker, the maximum number of messages to buffer by the client. A message can be either a command response, a data chunk, or a gRPC stream event such as complete or error.",STRING,,false
alluxio.user.streaming.writer.chunk.size.bytes,"When a client writes to a remote worker, the maximum chunk size.",STRING,,false
alluxio.user.streaming.writer.close.timeout,The timeout to close a writer client.,STRING,,false
alluxio.user.streaming.writer.flush.timeout,The timeout to wait for flush to finish in a data writer.,STRING,,false
alluxio.user.streaming.zerocopy.enabled,Whether zero copy is enabled on client when processing data streams.,STRING,,false
alluxio.user.ufs.block.location.all.fallback.enabled,Whether to return all workers as block location if ufs block locations are not co-located with any Alluxio workers or is empty.,STRING,,false
alluxio.user.ufs.block.read.concurrency.max,The maximum concurrent readers for one UFS block on one Block Worker.,STRING,,false
alluxio.user.ufs.block.read.location.policy,"When an Alluxio client reads a file from the UFS, it delegates the read to an Alluxio worker. The client uses this policy to choose which worker to read through. Built-in choices: [&lt;a href=&quot;https://docs.alluxio.io/os/javadoc/edge/alluxio/client/block/policy/CapacityBasedDeterministicHashPolicy.html&quot;&gt;alluxio.client.block.policy.CapacityBasedDeterministicHashPolicy&lt;/a&gt;, &lt;a href=&quot;https://docs.alluxio.io/os/javadoc/edge/alluxio/client/block/policy/CapacityBaseRandomPolicy.html&quot;&gt;alluxio.client.block.policy.CapacityBaseRandomPolicy&lt;/a&gt;, &lt;a href=&quot;https://docs.alluxio.io/os/javadoc/edge/alluxio/client/block/policy/DeterministicHashPolicy.html&quot;&gt;alluxio.client.block.policy.DeterministicHashPolicy&lt;/a&gt;, &lt;a href=&quot;https://docs.alluxio.io/os/javadoc/edge/alluxio/client/block/policy/LocalFirstAvoidEvictionPolicy.html&quot;&gt;alluxio.client.block.policy.LocalFirstAvoidEvictionPolicy&lt;/a&gt;, &lt;a href=&quot;https://docs.alluxio.io/os/javadoc/edge/alluxio/client/block/policy/LocalFirstPolicy.html&quot;&gt;alluxio.client.block.policy.LocalFirstPolicy&lt;/a&gt;, &lt;a href=&quot;https://docs.alluxio.io/os/javadoc/edge/alluxio/client/block/policy/MostAvailableFirstPolicy.html&quot;&gt;alluxio.client.block.policy.MostAvailableFirstPolicy&lt;/a&gt;, &lt;a href=&quot;https://docs.alluxio.io/os/javadoc/edge/alluxio/client/block/policy/RoundRobinPolicy.html&quot;&gt;alluxio.client.block.policy.RoundRobinPolicy&lt;/a&gt;, &lt;a href=&quot;https://docs.alluxio.io/os/javadoc/edge/alluxio/client/block/policy/SpecificHostPolicy.html&quot;&gt;alluxio.client.block.policy.SpecificHostPolicy&lt;/a&gt;].",STRING,,false
alluxio.user.ufs.block.read.location.policy.cache.expiration.time,"Deprecated - When alluxio.user.ufs.block.read.location.policy is set to alluxio.client.block.policy.CapacityBaseRandomPolicy, this specifies cache expire time of block location.",STRING,,false
alluxio.user.ufs.block.read.location.policy.cache.size,"Deprecated - When alluxio.user.ufs.block.read.location.policy is set to alluxio.client.block.policy.CapacityBaseRandomPolicy, this specifies cache size of block location.",STRING,,false
alluxio.user.ufs.block.read.location.policy.deterministic.hash.shards,"When alluxio.user.ufs.block.read.location.policy is set to alluxio.client.block.policy.DeterministicHashPolicy or alluxio.client.block.policy.CapacityBasedDeterministicHashPolicy, this specifies the number of hash shards.",STRING,,false
alluxio.user.worker.list.refresh.interval,The interval used to refresh the live worker list on the client,UNKOWN,,false
alluxio.worker.allocator.class,"The strategy that a worker uses to allocate space among storage directories in certain storage layer. Valid options include: `alluxio.worker.block.allocator.MaxFreeAllocator`, `alluxio.worker.block.allocator.GreedyAllocator`, `alluxio.worker.block.allocator.RoundRobinAllocator`.",STRING,,false
alluxio.worker.bind.host,"The hostname Alluxio's worker node binds to.",STRING,,false
alluxio.worker.block.annotator.class,"The strategy that a worker uses to annotate blocks in order to have an ordered view of them during internalmanagement tasks such as eviction and promotion/demotion.  Valid options include: `alluxio.worker.block.annotator.LRFUAnnotator`, `alluxio.worker.block.annotator.LRUAnnotator`,",STRING,,false
alluxio.worker.block.annotator.lrfu.attenuation.factor,"A attenuation factor in [2, INF) to control the behavior of LRFU annotator.",STRING,,false
alluxio.worker.block.annotator.lrfu.step.factor,"A factor in [0, 1] to control the behavior of LRFU: smaller value makes LRFU more similar to LFU; and larger value makes LRFU closer to LRU.",STRING,,false
alluxio.worker.block.heartbeat.interval,"The interval between block workers' heartbeats to update block status, storage health and other workers' information to Alluxio Master.",STRING,,false
alluxio.worker.block.heartbeat.report.size.threshold,"When alluxio.worker.register.to.all.masters=true, because a worker will send block reports to all masters, we use a threshold to limit the unsent block report size in worker's memory. If the worker block heartbeat is larger than the threshold, we discard the heartbeat message and force the worker to register with that master with a full report.",STRING,,false
alluxio.worker.block.heartbeat.timeout,"The timeout value of block workers' heartbeats. If the worker can't connect to master before this interval expires, the worker will exit.",STRING,,false
alluxio.worker.block.master.client.pool.size,The block master client pool size on the Alluxio workers.,STRING,,false
alluxio.worker.block.store.type,The implementation of LocalBlockStore that can be instantiated.,STRING,,false
alluxio.worker.container.hostname,The container hostname if worker is running in a container.,STRING,,false
alluxio.worker.data.bind.host,"The hostname that the Alluxio worker's data server runs on. See &lt;a href=&quot;#configure-multihomed-networks&quot;&gt;multi-homed networks&lt;/a&gt;.",STRING,,false
alluxio.worker.data.folder,A relative path within each storage directory used as the data folder for Alluxio worker to put data for tiered store.,STRING,,false
alluxio.worker.data.folder.permissions,The permission set for the worker data folder. If short circuit is used this folder should be accessible by all users (rwxrwxrwx).,STRING,,false
alluxio.worker.data.folder.tmp,A relative path in alluxio.worker.data.folder used to store the temporary data for uncommitted files.,STRING,,false
alluxio.worker.data.hostname,The hostname of Alluxio worker data service.,STRING,,false
alluxio.worker.data.port,"The port Alluxio's worker's data server runs on.",STRING,,false
alluxio.worker.data.server.class,Selects the networking stack to run the worker with. Valid options are: `alluxio.worker.netty.NettyDataServer`.,STRING,,false
alluxio.worker.data.server.domain.socket.address,"The path to the domain socket. Short-circuit reads make use of a UNIX domain socket when this is set (non-empty). This is a special path in the file system that allows the client and the AlluxioWorker to communicate. You will need to set a path to this socket. The AlluxioWorker needs to be able to create the path. If alluxio.worker.data.server.domain.socket.as.uuid is set, the path should be the home directory for the domain socket. The full path for the domain socket with be {path}/{uuid}.",STRING,,false
alluxio.worker.data.server.domain.socket.as.uuid,"If true, the property alluxio.worker.data.server.domain.socket.addressis the path to the home directory for the domain socket and a unique identifier is used as the domain socket name. If false, the property is the absolute path to the UNIX domain socket.",STRING,,false
alluxio.worker.data.tmp.subdir.max,The maximum number of sub-directories allowed to be created in ${alluxio.worker.data.tmp.folder}.,STRING,,false
alluxio.worker.evictor.class,"The strategy that a worker uses to evict block files when a storage layer runs out of space. Valid options include `alluxio.worker.block.evictor.LRFUEvictor`, `alluxio.worker.block.evictor.GreedyEvictor`, `alluxio.worker.block.evictor.LRUEvictor`, `alluxio.worker.block.evictor.PartialLRUEvictor`.",STRING,,false
alluxio.worker.file.buffer.size,The buffer size for worker to write data into the tiered storage.,STRING,,false
alluxio.worker.free.space.timeout,The duration for which a worker will wait for eviction to make space available for a client write request.,STRING,,false
alluxio.worker.fuse.enabled,"If true, launch worker embedded Fuse application.",STRING,,false
alluxio.worker.hostname,The hostname of Alluxio worker.,STRING,,false
alluxio.worker.jvm.monitor.enabled,Whether to enable start JVM monitor thread on the worker. This will start a thread to detect JVM-wide pauses induced by GC or other reasons.,STRING,,false
alluxio.worker.keytab.file,Kerberos keytab file for Alluxio worker.,STRING,,false
alluxio.worker.management.backoff.strategy,"Defines the backoff scope respected by background tasks. Supported values are ANY / DIRECTORY. ANY: Management tasks will backoff from worker when there is any user I/O.This mode will ensure low management task overhead in order to favor immediate user I/O performance. However, making progress on management tasks will require quite periods on the worker.DIRECTORY: Management tasks will backoff from directories with ongoing user I/O.This mode will give better chance of making progress on management tasks.However, immediate user I/O throughput might be reduced due to increased management task activity.",STRING,,false
alluxio.worker.management.block.transfer.concurrency.limit,Puts a limit to how many block transfers are executed concurrently during management.,STRING,,false
alluxio.worker.management.load.detection.cool.down.time,Management tasks will not run for this long after load detected. Any user I/O will still register as a load for this period of time after it is finished. Short durations might cause interference between user I/O and background tier management tasks. Long durations might cause starvation for background tasks.,STRING,,false
alluxio.worker.management.task.thread.count,The number of threads for management task executor,UNKOWN,,false
alluxio.worker.management.tier.align.enabled,Whether to align tiers based on access pattern.,STRING,,false
alluxio.worker.management.tier.align.range,Maximum number of blocks to consider from one tier for a single alignment task.,STRING,,false
alluxio.worker.management.tier.align.reserved.bytes,The amount of space that is reserved from each storage directory for internal management tasks.,STRING,,false
alluxio.worker.management.tier.promote.enabled,Whether to promote blocks to higher tiers.,STRING,,false
alluxio.worker.management.tier.promote.quota.percent,"Max percentage of each tier that could be used for promotions. Promotions will be stopped to a tier once its used space go over this value. (0 means never promote, and, 100 means always promote.",STRING,,false
alluxio.worker.management.tier.promote.range,Maximum number of blocks to consider from one tier for a single promote task.,STRING,,false
alluxio.worker.management.tier.swap.restore.enabled,Whether to run management swap-restore task when tier alignment cannot make progress.,STRING,,false
alluxio.worker.master.connect.retry.timeout,Retry period before workers give up on connecting to master and exit.,STRING,,false
alluxio.worker.master.periodical.rpc.timeout,"Timeout for periodical RPC between workers and the leading master. This property is added to prevent workers from hanging in periodical RPCs with previous leading master during flaky network situations. If the timeout is too short, periodical RPCs may not have enough time to get response from the leading master during heavy cluster load and high network latency.",STRING,,false
alluxio.worker.network.async.cache.manager.queue.max,The maximum number of outstanding async caching requests to cache blocks in each data server,UNKOWN,,false
alluxio.worker.network.async.cache.manager.threads.max,The maximum number of threads used to cache blocks asynchronously in the data server.,STRING,,false
alluxio.worker.network.block.reader.threads.max,The maximum number of threads used to read blocks in the data server.,STRING,,false
alluxio.worker.network.block.writer.threads.max,The maximum number of threads used to write blocks in the data server.,STRING,,false
alluxio.worker.network.flowcontrol.window,The HTTP2 flow control window used by worker gRPC connections. Larger value will allow more data to be buffered but will use more memory.,STRING,,false
alluxio.worker.network.keepalive.time,The amount of time for data server (for block reads and block writes) to wait for a response before pinging the client to see if it is still alive.,STRING,,false
alluxio.worker.network.keepalive.timeout,The maximum time for a data server (for block reads and block writes) to wait for a keepalive response before closing the connection.,STRING,,false
alluxio.worker.network.max.inbound.message.size,The max inbound message size used by worker gRPC connections.,STRING,,false
alluxio.worker.network.netty.async.cache.manager.threads.max,The maximum number of threads used to cache blocks asynchronously in the netty data server.,STRING,,false
alluxio.worker.network.netty.backlog,Netty socket option for SO_BACKLOG: the number of connections queued.,STRING,,false
alluxio.worker.network.netty.block.reader.threads.max,The maximum number of threads used to read blocks in the netty data server.,STRING,,false
alluxio.worker.network.netty.block.writer.threads.max,The maximum number of threads used to write blocks in the netty data server.,STRING,,false
alluxio.worker.network.netty.boss.threads,How many threads to use for accepting new requests.,STRING,,false
alluxio.worker.network.netty.buffer.receive,Netty socket option for SO_RCVBUF: the proposed buffer size that will be used for receives.,STRING,,false
alluxio.worker.network.netty.buffer.send,Netty socket option for SO_SNDBUF: the proposed buffer size that will be used for sends.,STRING,,false
alluxio.worker.network.netty.channel,"Netty channel type: NIO or EPOLL. If EPOLL is not available, this will automatically fall back to NIO.",STRING,,false
alluxio.worker.network.netty.file.transfer,"When returning files to the user, select how the data is transferred; valid options are `MAPPED` (uses java MappedByteBuffer) and `TRANSFER` (uses Java FileChannel.transferTo).",STRING,,false
alluxio.worker.network.netty.file.writer.threads.max,The maximum number of threads used to write files to UFS in the netty data server.,STRING,,false
alluxio.worker.network.netty.reader.buffer.size.packets,The maximum number of parallel data packets when a client reads from a worker.,STRING,,false
alluxio.worker.network.netty.rpc.threads.max,The maximum number of threads used to handle worker side RPCs in the netty data server.,STRING,,false
alluxio.worker.network.netty.shutdown.quiet.period,"The quiet period. When the netty server is shutting down, it will ensure that no RPCs occur during the quiet period. If an RPC occurs, then the quiet period will restart before shutting down the netty server.",STRING,,false
alluxio.worker.network.netty.shutdown.timeout,Maximum amount of time to wait until the netty server is shutdown (regardless of the quiet period).,STRING,,false
alluxio.worker.network.netty.watermark.high,Determines how many bytes can be in the write queue before switching to non-writable.,STRING,,false
alluxio.worker.network.netty.watermark.low,"Once the high watermark limit is reached, the queue must be flushed down to the low watermark before switching back to writable.",STRING,,false
alluxio.worker.network.netty.worker.threads,Number of threads to use for processing requests in worker,UNKOWN,,false
alluxio.worker.network.netty.writer.buffer.size.packets,The maximum number of parallel data packets when a client writes to a worker.,STRING,,false
alluxio.worker.network.permit.keepalive.time,Specify the most aggressive keep-alive time clients are permitted to configure. The server will try to detect clients exceeding this rate and when detected will forcefully close the connection.,STRING,,false
alluxio.worker.network.reader.buffer.pooled,Whether it is using pooled direct buffer or unpooled wrapped buffer when creating a buffer for remote read,UNKOWN,,false
alluxio.worker.network.reader.buffer.size,"When a client reads from a remote worker, the maximum amount of data not received by client allowed before the worker pauses sending more data. If this value is lower than read chunk size, read performance may be impacted as worker waits more often for buffer to free up. Higher value will increase the memory consumed by each read request.",STRING,,false
alluxio.worker.network.reader.max.chunk.size.bytes,"When a client read from a remote worker, the maximum chunk size.",STRING,,false
alluxio.worker.network.shutdown.timeout,Maximum amount of time to wait until the worker gRPC server is shutdown (regardless of the quiet period).,STRING,,false
alluxio.worker.network.writer.buffer.size.messages,"When a client writes to a remote worker, the maximum number of data messages to buffer by the server for each request.",STRING,,false
alluxio.worker.network.zerocopy.enabled,Whether zero copy is enabled on worker when processing data streams.,STRING,,false
alluxio.worker.page.store.async.restore.enabled,"If this is enabled, cache restore state asynchronously.",STRING,,false
alluxio.worker.page.store.async.write.enabled,"If this is enabled, cache data asynchronously.",STRING,,false
alluxio.worker.page.store.async.write.threads,Number of threads to asynchronously cache data.,STRING,,false
alluxio.worker.page.store.dirs,A list of the directories where pages in paged block store are stored.,STRING,,false
alluxio.worker.page.store.eviction.retries,Max number of eviction retries.,STRING,,false
alluxio.worker.page.store.evictor.class,"The strategy that worker uses to evict local cached pages when running out of space. Currently valid options include `alluxio.client.file.cache.evictor.LRUCacheEvictor`,`alluxio.client.file.cache.evictor.LFUCacheEvictor`.",STRING,,false
alluxio.worker.page.store.evictor.lfu.logbase,The log base for client cache LFU evictor bucket index.,STRING,,false
alluxio.worker.page.store.evictor.nondeterministic.enabled,"If this is enabled, the evictor picks uniformly from the worst k elements.Currently only LRU is supported.",STRING,,false
alluxio.worker.page.store.local.store.file.buckets,"The number of file buckets for the page blocked store on local file system. It is recommended to set this to a high value if the number of unique files is expected to be high (# files / file buckets &lt;= 100,000).",STRING,,false
alluxio.worker.page.store.overhead,"A fraction value representing the storage overhead writing to disk. For example, with 1GB allocated cache space, and 10% storage overhead we expect no more than 1024MB / (1 + 10%) user data to store.",STRING,,false
alluxio.worker.page.store.page.size,Size of each page in worker paged block store.,STRING,,false
alluxio.worker.page.store.quota.enabled,Whether to support cache quota.,STRING,,false
alluxio.worker.page.store.sizes,A list of maximum cache size for each cache directory.,STRING,,false
alluxio.worker.page.store.timeout.duration,"The timeout duration for local cache I/O operations (reading/writing/deleting). When this property is a positive value,local cache operations after timing out will fail and fallback to external file system but transparent to applications; when this property is a negative value, this feature is disabled.",STRING,,false
alluxio.worker.page.store.timeout.threads,"The number of threads to handle cache I/O operation timeout, when alluxio.worker.page.store.timeout.duration is positive.",STRING,,false
alluxio.worker.page.store.type,"The type of page store to use for worker page store. Can be either `LOCAL` or `ROCKS`. The `LOCAL` page store stores all pages in a directory, the `ROCKS` page store utilizes rocksDB to persist the data.",STRING,,false
alluxio.worker.principal,Kerberos principal for Alluxio worker.,STRING,,false
alluxio.worker.ramdisk.size,"The allocated memory for each worker node's ramdisk(s). It is recommended to set this value explicitly.",STRING,,false
alluxio.worker.register.lease.enabled,Whether the worker requests a lease from the master before registering.This should be consistent with alluxio.master.worker.register.lease.enabled,STRING,,false
alluxio.worker.register.lease.retry.max.duration,"The total time on retrying to get a register lease, before giving up.",STRING,,false
alluxio.worker.register.lease.retry.sleep.max,The maximum time to sleep before retrying to get a register lease.,STRING,,false
alluxio.worker.register.lease.retry.sleep.min,The minimum time to sleep before retrying to get a register lease.,STRING,,false
alluxio.worker.register.stream.batch.size,"When the worker registers with the master using a stream, this defines the metadata of how many blocks should be send to the master in each batch.",STRING,,false
alluxio.worker.register.stream.complete.timeout,"When the worker registers the master with streaming, after all messages have been sent to the master, the worker will wait for the registration to complete on the master side. If the master is unable to finish the registration and return success to the worker within this timeout, the worker will consider the registration failed.",STRING,,false
alluxio.worker.register.stream.deadline,"When the worker registers with the master using a stream, this defines the total deadline for the full stream to finish.",STRING,,false
alluxio.worker.register.stream.enabled,"When the worker registers with the master, whether the request should be broken into a stream of smaller batches. This is useful when the worker's storage is large and we expect a large number of blocks.",STRING,,false
alluxio.worker.register.stream.response.timeout,"When the worker registers the master with streaming, the worker will be sending messages to the master during the streaming.During an active stream if the master have not responded to the worker for more than this timeout, the worker will consider the master is hanging and close the stream.",STRING,,false
alluxio.worker.register.to.all.masters,"If enabled, workers will register themselves to all masters, instead of primary master only. This can be used to save the master failover time because the new primary immediately knows all existing workers and blocks. Can only be enabled when alluxio.standby.master.grpc.enabled is turned on.",STRING,,false
alluxio.worker.remote.io.slow.threshold,"The time threshold for when a worker remote IO (read or write) of a single buffer is considered slow. When slow IO occurs, it is logged by a sampling logger.",STRING,,false
alluxio.worker.reviewer.class,"(Experimental) The API is subject to change in the future.The strategy that a worker uses to review space allocation in the Allocator. Each time a block allocation decision is made by the Allocator, the Reviewer will review the decision and rejects it,if the allocation does not meet certain criteria of the Reviewer.The Reviewer prevents the worker to make a bad block allocation decision.Valid options include:`alluxio.worker.block.reviewer.ProbabilisticBufferReviewer`.",STRING,,false
alluxio.worker.reviewer.probabilistic.hardlimit.bytes,"This is used by the `alluxio.worker.block.reviewer.ProbabilisticBufferReviewer`. When the free space in a storage dir falls below this hard limit, the ProbabilisticBufferReviewer will stop accepting new blocks into it.This is because we may load more data into existing blocks in the directory and their sizes may expand.",STRING,,false
alluxio.worker.reviewer.probabilistic.softlimit.bytes,"This is used by the `alluxio.worker.block.reviewer.ProbabilisticBufferReviewer`. We attempt to leave a buffer in each storage directory. When the free space in a certain storage directory on the worker falls below this soft limit, the chance that the Reviewer accepts new blocks into this directory goes down. This chance keeps falling linearly until it reaches 0, when the available space reaches the hard limit.",STRING,,false
alluxio.worker.rpc.executor.core.pool.size,The number of threads to keep in thread pool of worker RPC ExecutorService.,STRING,,false
alluxio.worker.rpc.executor.fjp.async,"This property is effective when alluxio.worker.rpc.executor.type is set to ForkJoinPool. if true, it establishes local first-in-first-out scheduling mode for forked tasks that are never joined. This mode may be more appropriate than default locally stack-based mode in applications in which worker threads only process event-style asynchronous tasks.",STRING,,false
alluxio.worker.rpc.executor.fjp.min.runnable,This property is effective when alluxio.worker.rpc.executor.type is set to ForkJoinPool. It controls the minimum allowed number of core threads not blocked. A value of 1 ensures liveness. A larger value might improve throughput but might also increase overhead.,STRING,,false
alluxio.worker.rpc.executor.fjp.parallelism,This property is effective when alluxio.worker.rpc.executor.type is set to ForkJoinPool. It controls the parallelism level (internal queue count) of master RPC ExecutorService.,STRING,,false
alluxio.worker.rpc.executor.keepalive,The keep alive time of a thread in worker RPC ExecutorServicelast used before this thread is terminated (and replaced if necessary).,STRING,,false
alluxio.worker.rpc.executor.max.pool.size,"The maximum number of threads allowed for worker RPC ExecutorService. When the maximum is reached, attempts to replace blocked threads fail.",STRING,,false
alluxio.worker.rpc.executor.tpe.allow.core.threads.timeout,This property is effective when alluxio.worker.rpc.executor.type is set to ThreadPoolExecutor. It controls whether core threads can timeout and terminate when there is no work.,STRING,,false
alluxio.worker.rpc.executor.tpe.queue.type,"This property is effective when alluxio.worker.rpc.executor.type is set to TPE. It specifies the internal task queue that's used by RPC ExecutorService. Supported values are: LINKED_BLOCKING_QUEUE, LINKED_BLOCKING_QUEUE_WITH_CAP, ARRAY_BLOCKING_QUEUE and SYNCHRONOUS_BLOCKING_QUEUE",STRING,,false
alluxio.worker.rpc.executor.type,Type of ExecutorService for Alluxio worker gRPC server. Supported values are TPE (for ThreadPoolExecutor) and FJP (for ForkJoinPool).,STRING,,false
alluxio.worker.rpc.port,"The port for Alluxio worker's RPC service.",STRING,,false
alluxio.worker.session.timeout,Timeout between worker and client connection indicating a lost session connection.,STRING,,false
alluxio.worker.startup.timeout,Maximum time to wait for worker startup.,STRING,,false
alluxio.worker.storage.checker.enabled,Whether periodic storage health checker is enabled on Alluxio workers.,STRING,,false
alluxio.worker.tieredstore.block.lock.readers,The max number of concurrent readers for a block lock.,STRING,,false
alluxio.worker.tieredstore.block.locks,"Total number of block locks for an Alluxio block worker. Larger value leads to finer locking granularity, but uses more space.",STRING,,false
alluxio.worker.tieredstore.free.ahead.bytes,Amount to free ahead when worker storage is full. Higher values will help decrease CPU utilization under peak storage. Lower values will increase storage utilization.,STRING,,false
alluxio.worker.tieredstore.level0.alias,"The alias of the top storage tier on this worker. It must match one of the global storage tiers from the master configuration. We disable placing an alias lower in the global hierarchy before an alias with a higher position on the worker hierarchy. So by default, SSD cannot come before MEM on any worker.",STRING,,false
alluxio.worker.tieredstore.level0.dirs.mediumtype,"A comma-separated list of media types (e.g., &quot;MEM,MEM,SSD&quot;) for each storage directory on the top storage tier specified by alluxio.worker.tieredstore.level0.dirs.path.",STRING,,false
alluxio.worker.tieredstore.level0.dirs.path,"A comma-separated list of paths (eg., /mnt/ramdisk1,/mnt/ramdisk2,/mnt/ssd/alluxio/cache1) of storage directories for the top storage tier. Note that for MacOS, the root directory should be `/Volumes/` and not `/mnt/`.",STRING,,false
